"tsi","group"
0.565796311095497,"All miRNAs"
0.3751178979772,"All miRNAs"
0.646228118052463,"All miRNAs"
0.465299991138033,"All miRNAs"
0.520327229466815,"All miRNAs"
0.543642643875035,"All miRNAs"
0.583104683314386,"All miRNAs"
0.43980004615201,"All miRNAs"
0.449686342014235,"All miRNAs"
0.430713472326883,"All miRNAs"
0.383156691568331,"All miRNAs"
0.524978912959838,"All miRNAs"
0.451996125296737,"All miRNAs"
0.398514372156818,"All miRNAs"
0.368873674671841,"All miRNAs"
0.257432642781171,"All miRNAs"
0.659445227357261,"All miRNAs"
0.424180360970552,"All miRNAs"
0.961167405373449,"All miRNAs"
0.968160566753973,"All miRNAs"
0.591966601769926,"All miRNAs"
0.617541438303562,"All miRNAs"
0.633103973049456,"All miRNAs"
0.493616060732495,"All miRNAs"
0.565469117339563,"All miRNAs"
0.886581570954514,"All miRNAs"
0.872221412265888,"All miRNAs"
0.908324950511259,"All miRNAs"
0.989257288973448,"All miRNAs"
0.976096000249519,"All miRNAs"
0.416305037192454,"All miRNAs"
0.691744111252367,"All miRNAs"
0.808354946880388,"All miRNAs"
0.818486099810912,"All miRNAs"
0.835726584855309,"All miRNAs"
0.812641225012782,"All miRNAs"
0.950837898077054,"All miRNAs"
0.832147481573057,"All miRNAs"
0.798175349333282,"All miRNAs"
0.908760831570267,"All miRNAs"
0.595227720945384,"All miRNAs"
0.558565568174816,"All miRNAs"
0.536555822319176,"All miRNAs"
0.436311696538928,"All miRNAs"
0.51496663340768,"All miRNAs"
0.898710268498529,"All miRNAs"
0.919081192882087,"All miRNAs"
0.650134502598143,"All miRNAs"
0.772994312837402,"All miRNAs"
0.937370370906387,"All miRNAs"
0.959110384898676,"All miRNAs"
0.916726450672431,"All miRNAs"
0.893325714262946,"All miRNAs"
0.682240249167136,"All miRNAs"
0.688868816086147,"All miRNAs"
0.541120016017278,"All miRNAs"
0.803579007256011,"All miRNAs"
0.80719672774845,"All miRNAs"
0.642822023233428,"All miRNAs"
0.73825006811833,"All miRNAs"
0.607647585999138,"All miRNAs"
0.729539806174181,"All miRNAs"
0.765487966255259,"All miRNAs"
0.807088999276369,"All miRNAs"
0.862779045509584,"All miRNAs"
0.874258136077128,"All miRNAs"
0.839107736230423,"All miRNAs"
0.725158372585464,"All miRNAs"
0.943112269723691,"All miRNAs"
0.866168028219898,"All miRNAs"
0.668704553797619,"All miRNAs"
0.601476867086264,"All miRNAs"
0.82843461664719,"All miRNAs"
0.96747688285683,"All miRNAs"
0.699968211525942,"All miRNAs"
0.79813290795721,"All miRNAs"
0.893030060753345,"All miRNAs"
0.873135471762309,"All miRNAs"
0.945271215449729,"All miRNAs"
0.914248624267834,"All miRNAs"
0.876828938747519,"All miRNAs"
0.894436037288186,"All miRNAs"
0.964380257405836,"All miRNAs"
0.665315242202246,"All miRNAs"
0.826769915572443,"All miRNAs"
0.721601565996223,"All miRNAs"
0.876819012495336,"All miRNAs"
0.850128300041607,"All miRNAs"
0.655269236685496,"All miRNAs"
0.993441144851297,"All miRNAs"
0.991036555439679,"All miRNAs"
0.974671215035273,"All miRNAs"
0.922248398267451,"All miRNAs"
0.833067057178138,"All miRNAs"
0.786481864896888,"All miRNAs"
0.638567305928061,"All miRNAs"
0.441777462948754,"All miRNAs"
0.493574300913576,"All miRNAs"
0.894714554642498,"All miRNAs"
0.732235018423772,"All miRNAs"
0.839733423665995,"All miRNAs"
0.812969913117086,"All miRNAs"
0.836045970612284,"All miRNAs"
0.945305426541825,"All miRNAs"
0.952437131178526,"All miRNAs"
0.856119118820543,"All miRNAs"
0.860379017063481,"All miRNAs"
0.623486257135706,"All miRNAs"
0.760871587792508,"All miRNAs"
0.731233452868216,"All miRNAs"
0.747227804003581,"All miRNAs"
0.655593752341441,"All miRNAs"
0.938798728213128,"All miRNAs"
0.667467443912664,"All miRNAs"
0.987085335750214,"All miRNAs"
0.985072610996189,"All miRNAs"
0.839701846155631,"All miRNAs"
0.7838648969121,"All miRNAs"
0.739429267317705,"All miRNAs"
0.761388831297283,"All miRNAs"
0.690049682160248,"All miRNAs"
0.941234970835361,"All miRNAs"
0.946095361309869,"All miRNAs"
0.696593548559832,"All miRNAs"
0.804533890543455,"All miRNAs"
0.847954309624419,"All miRNAs"
0.922729282365873,"All miRNAs"
0.928675838975799,"All miRNAs"
0.936289642780894,"All miRNAs"
0.949877455138084,"All miRNAs"
0.939532287613186,"All miRNAs"
0.955792172209399,"All miRNAs"
0.991439048503984,"All miRNAs"
0.437161063188433,"All miRNAs"
0.76417178246967,"All miRNAs"
0.688696121972233,"All miRNAs"
0.637645540199125,"All miRNAs"
0.789639564311564,"All miRNAs"
0.52258564222697,"All miRNAs"
0.649569838256527,"All miRNAs"
0.592977160936499,"All miRNAs"
0.540270747520168,"All miRNAs"
0.489337091368508,"All miRNAs"
0.586378679401201,"All miRNAs"
0.555115418646072,"All miRNAs"
0.854716291574138,"All miRNAs"
0.85694539453798,"All miRNAs"
0.619452697970558,"All miRNAs"
0.606273290495491,"All miRNAs"
0.94656310764438,"All miRNAs"
0.990778120158393,"All miRNAs"
0.853423901812281,"All miRNAs"
0.835249316487897,"All miRNAs"
0.923853472964041,"All miRNAs"
0.897679990750062,"All miRNAs"
0.968284906696433,"All miRNAs"
0.969778420347006,"All miRNAs"
0.92752608598689,"All miRNAs"
0.924603956480945,"All miRNAs"
0.82407584780474,"All miRNAs"
0.836059845829605,"All miRNAs"
0.793745098108754,"All miRNAs"
0.75447512413454,"All miRNAs"
0.785314939283527,"All miRNAs"
0.70906830810837,"All miRNAs"
0.877926765412261,"All miRNAs"
0.678543943092501,"All miRNAs"
0.772010624830459,"All miRNAs"
0.725476766011252,"All miRNAs"
0.486110687007945,"All miRNAs"
0.325516870918821,"All miRNAs"
0.485514946434125,"All miRNAs"
0.946904305128427,"All miRNAs"
0.959215660287467,"All miRNAs"
0.938965289260376,"All miRNAs"
0.974918033913492,"All miRNAs"
0.954541010465551,"All miRNAs"
0.742317651424977,"All miRNAs"
0.472432065719036,"All miRNAs"
0.768230569534483,"All miRNAs"
0.921264909982013,"All miRNAs"
0.549352663097531,"All miRNAs"
0.647081263075699,"All miRNAs"
0.647294667691804,"All miRNAs"
0.701456708066308,"All miRNAs"
0.972539193374077,"All miRNAs"
0.967772253159896,"All miRNAs"
0.946046454616064,"All miRNAs"
0.909792692671828,"All miRNAs"
0.868661761003254,"All miRNAs"
0.826281064612631,"All miRNAs"
0.322385128376721,"All miRNAs"
0.947407309417416,"All miRNAs"
0.597654683015696,"All miRNAs"
0.894811815621081,"All miRNAs"
0.974171936523372,"All miRNAs"
0.986821089304185,"All miRNAs"
0.881787083090807,"All miRNAs"
0.832518329991148,"All miRNAs"
0.772378678105011,"All miRNAs"
0.993790970781406,"All miRNAs"
0.966534502677352,"All miRNAs"
0.706488021806252,"All miRNAs"
0.705760738723969,"All miRNAs"
0.777297424556258,"All miRNAs"
0.705288078312329,"All miRNAs"
0.779447972774452,"All miRNAs"
0.469842065740989,"All miRNAs"
0.75896019213505,"All miRNAs"
0.72714625440879,"All miRNAs"
0.679912018994735,"All miRNAs"
0.577994148279716,"All miRNAs"
0.515646361227505,"All miRNAs"
0.356611170691719,"All miRNAs"
0.394065305892338,"All miRNAs"
0.928434649220287,"All miRNAs"
0.954772862638324,"All miRNAs"
0.829906999364468,"All miRNAs"
0.89878189740969,"All miRNAs"
0.630530439430013,"All miRNAs"
0.967275728855712,"All miRNAs"
0.971793270985236,"All miRNAs"
0.970881826129062,"All miRNAs"
0.968541299724018,"All miRNAs"
0.796257373873665,"All miRNAs"
0.789742079933894,"All miRNAs"
0.744798952218965,"All miRNAs"
0.808802183485009,"All miRNAs"
0.973918613156747,"All miRNAs"
0.991534083713243,"All miRNAs"
0.972610033818008,"All miRNAs"
0.904892303063233,"All miRNAs"
0.856707885890493,"All miRNAs"
0.717823497158415,"All miRNAs"
0.746582458180637,"All miRNAs"
0.986531467095782,"All miRNAs"
0.990385134407049,"All miRNAs"
0.962307545396027,"All miRNAs"
0.983903913686543,"All miRNAs"
0.921457150189137,"All miRNAs"
0.876822940696745,"All miRNAs"
0.799216644246114,"All miRNAs"
0.902116888078964,"All miRNAs"
0.872593431787377,"All miRNAs"
0.878482216548283,"All miRNAs"
0.816354052842484,"All miRNAs"
0.810573003588256,"All miRNAs"
0.851895505077778,"All miRNAs"
0.825516825791791,"All miRNAs"
0.832699733856489,"All miRNAs"
0.793492020813384,"All miRNAs"
0.788038365491502,"All miRNAs"
0.804050409566261,"All miRNAs"
0.794640840075806,"All miRNAs"
0.8361914083578,"All miRNAs"
0.736050763715349,"All miRNAs"
0.877289304395478,"All miRNAs"
0.845710740232006,"All miRNAs"
0.74380523064275,"All miRNAs"
0.724939084093468,"All miRNAs"
0.725469991677351,"All miRNAs"
0.920278983490674,"All miRNAs"
0.893787630049505,"All miRNAs"
0.871848757576062,"All miRNAs"
0.899741895028104,"All miRNAs"
0.888002129519275,"All miRNAs"
0.400405549801824,"All miRNAs"
0.395367493392264,"All miRNAs"
0.892023085572108,"All miRNAs"
0.847778708671783,"All miRNAs"
0.913698320978883,"All miRNAs"
0.925021185415182,"All miRNAs"
0.342738302779557,"All miRNAs"
0.354178747051834,"All miRNAs"
0.244953477715964,"All miRNAs"
0.400264093934437,"All miRNAs"
0.760883617744037,"All miRNAs"
0.957901423179091,"All miRNAs"
0.937400216194073,"All miRNAs"
0.891927133132031,"All miRNAs"
0.875730234136529,"All miRNAs"
0.718504531418752,"All miRNAs"
0.871110222271766,"All miRNAs"
0.901600805320574,"All miRNAs"
0.71385830751025,"All miRNAs"
0.751158486463266,"All miRNAs"
0.869804261674989,"All miRNAs"
0.760940810854439,"All miRNAs"
0.531500776742104,"All miRNAs"
0.527546623286427,"All miRNAs"
0.749349118289498,"All miRNAs"
0.625613273378475,"All miRNAs"
0.558268984879362,"All miRNAs"
0.772229519475437,"All miRNAs"
0.619319506743128,"All miRNAs"
0.411065489320836,"All miRNAs"
0.736385373283216,"All miRNAs"
0.616020481951692,"All miRNAs"
0.830874204155749,"All miRNAs"
0.793906507981012,"All miRNAs"
0.501211685888534,"All miRNAs"
0.87181450526243,"All miRNAs"
0.827757762902174,"All miRNAs"
0.798036848801508,"All miRNAs"
0.752071803440022,"All miRNAs"
0.776600990875243,"All miRNAs"
0.797800828384463,"All miRNAs"
0.847378876811167,"All miRNAs"
0.841485804048114,"All miRNAs"
0.796581321401891,"All miRNAs"
0.711938558280721,"All miRNAs"
0.776123657943939,"All miRNAs"
0.844033805992826,"All miRNAs"
0.776821232110881,"All miRNAs"
0.693054240900003,"All miRNAs"
0.599039018069765,"All miRNAs"
0.505800699099992,"All miRNAs"
0.317224547185271,"All miRNAs"
0.867121141621573,"All miRNAs"
0.903160478064013,"All miRNAs"
0.620553877037055,"All miRNAs"
0.6899073565744,"All miRNAs"
0.752175521269071,"All miRNAs"
0.741833089294149,"All miRNAs"
0.735292429919342,"All miRNAs"
0.795054638713907,"All miRNAs"
0.875009057299183,"All miRNAs"
0.788930653087014,"All miRNAs"
0.750111708829306,"All miRNAs"
0.747032573550278,"All miRNAs"
0.654781037005252,"All miRNAs"
0.566276904724118,"All miRNAs"
0.853731850983557,"All miRNAs"
0.813095318365629,"All miRNAs"
0.70981484474217,"All miRNAs"
0.365014003258511,"All miRNAs"
0.756695913103619,"All miRNAs"
0.76323483613196,"All miRNAs"
0.969443028534903,"All miRNAs"
0.986170951678402,"All miRNAs"
0.982013337523479,"All miRNAs"
0.830234853690845,"All miRNAs"
0.74859922912728,"All miRNAs"
0.730890322994614,"All miRNAs"
0.812955822896283,"All miRNAs"
0.661527006651664,"All miRNAs"
0.936650688650122,"All miRNAs"
0.915587517051662,"All miRNAs"
0.754062287955612,"All miRNAs"
0.76203928902684,"All miRNAs"
0.734861217482838,"All miRNAs"
0.754174280352961,"All miRNAs"
0.972526697033217,"All miRNAs"
0.933913575480279,"All miRNAs"
0.546985911533133,"All miRNAs"
0.476322766002232,"All miRNAs"
0.981475554688061,"All miRNAs"
0.875535182781182,"All miRNAs"
0.880497295996072,"All miRNAs"
0.837158394054147,"All miRNAs"
0.800506925903226,"All miRNAs"
0.43739710291311,"All miRNAs"
0.63149916393888,"All miRNAs"
0.788924856117762,"All miRNAs"
0.965402861159031,"All miRNAs"
0.579929163265104,"All miRNAs"
0.747325278079565,"All miRNAs"
0.708277800013872,"All miRNAs"
0.558592979093729,"All miRNAs"
0.708240689824607,"All miRNAs"
0.754494646109693,"All miRNAs"
0.595083924384137,"All miRNAs"
0.564199124722924,"All miRNAs"
0.557926262813665,"All miRNAs"
0.621611757568445,"All miRNAs"
0.536900294373296,"All miRNAs"
0.869254977319233,"All miRNAs"
0.824246938181347,"All miRNAs"
0.924329779571363,"All miRNAs"
0.912403856853111,"All miRNAs"
0.894546678077888,"All miRNAs"
0.817687295938126,"All miRNAs"
0.999678192946823,"All miRNAs"
0.999042877398517,"All miRNAs"
0.992749234486699,"All miRNAs"
0.988415484892849,"All miRNAs"
0.847831871214231,"All miRNAs"
0.929237085235483,"All miRNAs"
0.884970900961165,"All miRNAs"
0.842126450351436,"All miRNAs"
0.981490050560768,"All miRNAs"
0.979588424713551,"All miRNAs"
0.974701109884738,"All miRNAs"
0.987804691226987,"All miRNAs"
0.98669340832162,"All miRNAs"
0.982264985691647,"All miRNAs"
0.977427780922149,"All miRNAs"
0.529446692916033,"All miRNAs"
0.695176345946205,"All miRNAs"
0.776558600489718,"All miRNAs"
0.769485143749172,"All miRNAs"
0.771982870785146,"All miRNAs"
0.78556566792362,"All miRNAs"
0.644622627848623,"All miRNAs"
0.792513834433169,"All miRNAs"
0.975397560876043,"All miRNAs"
0.963475367352843,"All miRNAs"
0.371277591926902,"All miRNAs"
0.924289520775248,"All miRNAs"
0.856447389469056,"All miRNAs"
0.84306231736479,"All miRNAs"
0.960126068178654,"All miRNAs"
0.976219330793083,"All miRNAs"
0.495471062917954,"All miRNAs"
0.477289994036463,"All miRNAs"
0.915616016803938,"All miRNAs"
0.837995120085786,"All miRNAs"
0.885584454765024,"All miRNAs"
0.5113801129023,"All miRNAs"
0.503334811531948,"All miRNAs"
0.99359387322711,"All miRNAs"
0.973976153152504,"All miRNAs"
0.996926379373566,"All miRNAs"
0.996603358298255,"All miRNAs"
0.998396627093431,"All miRNAs"
0.998178241010505,"All miRNAs"
0.996954329083205,"All miRNAs"
0.99823493208522,"All miRNAs"
0.601523739128783,"All miRNAs"
0.870541490744374,"All miRNAs"
0.621468083622345,"All miRNAs"
0.609107086419226,"All miRNAs"
0.960977525785477,"All miRNAs"
0.974201138092992,"All miRNAs"
0.687762307075681,"All miRNAs"
0.446383853912722,"All miRNAs"
0.653592462031938,"All miRNAs"
0.778197189149748,"All miRNAs"
0.730146275578905,"All miRNAs"
0.619340147197044,"All miRNAs"
0.683724275911951,"All miRNAs"
0.563384826832331,"All miRNAs"
0.949838186535608,"All miRNAs"
0.955179541475836,"All miRNAs"
0.831657983481845,"All miRNAs"
0.901699029490918,"All miRNAs"
0.767047067471516,"All miRNAs"
0.835524023707662,"All miRNAs"
0.645595991195828,"All miRNAs"
0.598512490929284,"All miRNAs"
0.466214166357036,"All miRNAs"
0.403188762463433,"All miRNAs"
0.427403020051894,"All miRNAs"
0.818350096860431,"All miRNAs"
0.659249375617309,"All miRNAs"
0.800844758661377,"All miRNAs"
0.615665426686656,"All miRNAs"
0.544985350036125,"All miRNAs"
0.63089716948671,"All miRNAs"
0.608694066336414,"All miRNAs"
0.722563787758825,"All miRNAs"
0.524606966702635,"All miRNAs"
0.761964403289264,"All miRNAs"
0.684790358992024,"All miRNAs"
0.501728939562766,"All miRNAs"
0.586391276168667,"All miRNAs"
0.800055188510367,"All miRNAs"
0.839058622061031,"All miRNAs"
0.988991800170556,"All miRNAs"
0.98765154987056,"All miRNAs"
0.644824331003484,"All miRNAs"
0.307025911477732,"All miRNAs"
0.575358618086005,"All miRNAs"
0.433922585706116,"All miRNAs"
0.553038571010854,"All miRNAs"
0.772783672765553,"All miRNAs"
0.902982926434912,"All miRNAs"
0.696256575193935,"All miRNAs"
0.598362460653213,"All miRNAs"
0.681187654214285,"All miRNAs"
0.643448607273989,"All miRNAs"
0.789341928190965,"All miRNAs"
0.613103430603516,"All miRNAs"
0.483569663901059,"All miRNAs"
0.883783313995886,"All miRNAs"
0.85535683159657,"All miRNAs"
0.755397437131862,"All miRNAs"
0.82533827987158,"All miRNAs"
0.394900599827548,"All miRNAs"
0.426096311528437,"All miRNAs"
0.709687435107343,"All miRNAs"
0.383436485126748,"All miRNAs"
0.444506940165686,"All miRNAs"
0.438069327468576,"All miRNAs"
0.513870433630057,"All miRNAs"
0.856679067211218,"All miRNAs"
0.651323672861017,"All miRNAs"
0.679679932447498,"All miRNAs"
0.662555799775005,"All miRNAs"
0.994390983366681,"All miRNAs"
0.994189298201878,"All miRNAs"
0.993934751494536,"All miRNAs"
0.996154996299084,"All miRNAs"
0.994943177260536,"All miRNAs"
0.996060134813355,"All miRNAs"
0.994755373507592,"All miRNAs"
0.995049672387003,"All miRNAs"
0.998988114532925,"All miRNAs"
0.911780808481059,"All miRNAs"
0.956531396985499,"All miRNAs"
0.429136325410011,"All miRNAs"
0.380074369442515,"All miRNAs"
0.732813640632791,"All miRNAs"
0.749783457138109,"All miRNAs"
0.61613101959884,"All miRNAs"
0.454837041134136,"All miRNAs"
0.885282415862622,"All miRNAs"
0.854940682877305,"All miRNAs"
0.80961551243546,"All miRNAs"
0.831720815630873,"All miRNAs"
0.740109377365299,"All miRNAs"
0.541949763766005,"All miRNAs"
0.637043520656655,"All miRNAs"
0.768645845600883,"All miRNAs"
0.512111057955081,"All miRNAs"
0.571395590339561,"All miRNAs"
0.518707126526891,"All miRNAs"
0.714858589809781,"All miRNAs"
0.513354502043233,"All miRNAs"
0.63457208935308,"All miRNAs"
0.692287798771946,"All miRNAs"
0.60966993345737,"All miRNAs"
0.796971356740026,"All miRNAs"
0.715234134893949,"All miRNAs"
0.727617719482201,"All miRNAs"
0.892448679206991,"All miRNAs"
0.770858163839988,"All miRNAs"
0.791643192571558,"All miRNAs"
0.875321689642898,"All miRNAs"
0.923459474296394,"All miRNAs"
0.757872454175966,"All miRNAs"
0.703198578713595,"All miRNAs"
0.80298267523927,"All miRNAs"
0.741482816538953,"All miRNAs"
0.735479706742472,"All miRNAs"
0.739843447293187,"All miRNAs"
0.795602653032897,"All miRNAs"
0.687191444947127,"All miRNAs"
0.553465786153524,"All miRNAs"
0.649049695537585,"All miRNAs"
0.642942008499653,"All miRNAs"
0.563127776636054,"All miRNAs"
0.549332760048108,"All miRNAs"
0.904301575577286,"All miRNAs"
0.887592545865069,"All miRNAs"
0.628849697279823,"All miRNAs"
0.636646920476563,"All miRNAs"
0.824904123492993,"All miRNAs"
0.732854219956275,"All miRNAs"
0.863793994108373,"All miRNAs"
0.610521791626422,"All miRNAs"
0.774478154385582,"All miRNAs"
0.695463817676228,"All miRNAs"
0.786531829753982,"All miRNAs"
0.735768447643302,"All miRNAs"
0.685914738125872,"All miRNAs"
0.796658118189797,"All miRNAs"
0.762055180395379,"All miRNAs"
0.773860422544486,"All miRNAs"
0.697226589319356,"All miRNAs"
0.792535094830157,"All miRNAs"
0.877482508939185,"All miRNAs"
0.547357990304701,"All miRNAs"
0.902191155301808,"All miRNAs"
0.934885013764712,"All miRNAs"
0.632083279252357,"All miRNAs"
0.678500501904232,"All miRNAs"
0.867137856368195,"All miRNAs"
0.78833887313239,"All miRNAs"
0.818012143860368,"All miRNAs"
0.934090383252424,"All miRNAs"
0.913539830395386,"All miRNAs"
0.702586908915336,"All miRNAs"
0.790303132765878,"All miRNAs"
0.803393708413697,"All miRNAs"
0.784582365587304,"All miRNAs"
0.874517680391391,"All miRNAs"
0.911145254345599,"All miRNAs"
0.621371150103018,"All miRNAs"
0.511443037669429,"All miRNAs"
0.719978063333528,"All miRNAs"
0.708056981939667,"All miRNAs"
0.730641189582579,"All miRNAs"
0.438685105288876,"All miRNAs"
0.783374355028778,"All miRNAs"
0.856007534672336,"All miRNAs"
0.971648206998203,"All miRNAs"
0.754883022350463,"All miRNAs"
0.768970180940516,"All miRNAs"
0.863969315928436,"All miRNAs"
0.699556032959037,"All miRNAs"
0.899847290802334,"All miRNAs"
0.932455684610912,"All miRNAs"
0.827819324142278,"All miRNAs"
0.689041951791069,"All miRNAs"
0.549345930606799,"All miRNAs"
0.662390874045541,"All miRNAs"
0.560127374549936,"All miRNAs"
0.916824295014455,"All miRNAs"
0.740984948996209,"All miRNAs"
0.744179111119144,"All miRNAs"
0.712647233412815,"All miRNAs"
0.986013241461607,"All miRNAs"
0.719327276274509,"All miRNAs"
0.819754519037529,"All miRNAs"
0.819754519037529,"All miRNAs"
0.796390182410877,"All miRNAs"
0.580974568286683,"All miRNAs"
0.87024538098441,"All miRNAs"
0.671230979428279,"All miRNAs"
0.915454649671086,"All miRNAs"
0.961531457581826,"All miRNAs"
0.630066707359467,"All miRNAs"
0.654628038567305,"All miRNAs"
0.486872242023668,"All miRNAs"
0.893109927142777,"All miRNAs"
0.79153120429413,"All miRNAs"
0.512061545248166,"All miRNAs"
0.757157305594982,"All miRNAs"
0.682834204016747,"All miRNAs"
0.725529168229697,"All miRNAs"
0.777688933426162,"All miRNAs"
0.478373044392479,"All miRNAs"
0.648471875778493,"All miRNAs"
0.585503745186932,"All miRNAs"
0.507518243469205,"All miRNAs"
0.75531843098047,"All miRNAs"
0.959098469277864,"All miRNAs"
0.816794483558988,"All miRNAs"
0.830136517255602,"All miRNAs"
0.696061657898687,"All miRNAs"
0.454041096711343,"All miRNAs"
